review_rank,case_id,route_label,priority_score,predicted_exploitation_type,P(Sex),P(Labor),P(Both),confidence,target_probability,key_indicators,selected_for_review,reviewer_action,reviewer_notes
160,CTDC-SYN-0348,Multidisciplinary review,25.64,Labor,0.3608004,0.4489857,0.19021387,0.4489857,0.19021387,abuse_indicators; false_promises,False,,
161,CTDC-SYN-0007,Multidisciplinary review,25.35,Labor,0.012918159,0.946649,0.040432844,0.946649,0.040432844,false_promises,False,,
162,CTDC-SYN-0203,Multidisciplinary review,25.35,Labor,0.012918159,0.946649,0.040432844,0.946649,0.040432844,false_promises,False,,
163,CTDC-SYN-0050,Multidisciplinary review,24.92,Sex,0.95555204,0.021336075,0.023111897,0.95555204,0.023111897,minor_young_indicator,False,,
164,CTDC-SYN-0149,Multidisciplinary review,24.16,Sex,0.95254797,0.044346817,0.003105172,0.95254797,0.003105172,drugs_alcohol_control,False,,
165,CTDC-SYN-0400,Multidisciplinary review,24.16,Sex,0.95254797,0.044346817,0.003105172,0.95254797,0.003105172,drugs_alcohol_control,False,,
166,CTDC-SYN-0373,Multidisciplinary review,23.59,Labor,0.34754986,0.6165607,0.03588947,0.6165607,0.03588947,threats; denial_basic_needs; false_promises,False,,
167,CTDC-SYN-0354,Multidisciplinary review,23.19,Labor,0.11432161,0.8541943,0.031484075,0.8541943,0.031484075,denial_basic_needs,False,,
168,CTDC-SYN-0031,Multidisciplinary review,23.19,Labor,0.11432161,0.8541943,0.031484075,0.8541943,0.031484075,denial_basic_needs,False,,
169,CTDC-SYN-0008,Multidisciplinary review,23.19,Labor,0.11432161,0.8541943,0.031484075,0.8541943,0.031484075,denial_basic_needs,False,,
170,CTDC-SYN-0368,Multidisciplinary review,23.19,Labor,0.11432161,0.8541943,0.031484075,0.8541943,0.031484075,denial_basic_needs,False,,
171,CTDC-SYN-0367,Multidisciplinary review,23.12,Labor,0.35931587,0.620397,0.020287177,0.620397,0.020287177,threats; denial_basic_needs,False,,
172,CTDC-SYN-0120,Multidisciplinary review,22.65,Labor,0.1886205,0.7162392,0.09514032,0.7162392,0.09514032,false_promises,False,,
173,CTDC-SYN-0259,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
174,CTDC-SYN-0364,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
175,CTDC-SYN-0009,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
176,CTDC-SYN-0158,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
177,CTDC-SYN-0169,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
178,CTDC-SYN-0153,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
179,CTDC-SYN-0248,Multidisciplinary review,22.58,Sex,0.85252196,0.13245635,0.01502166,0.85252196,0.01502166,abuse_indicators,False,,
180,CTDC-SYN-0362,Multidisciplinary review,21.35,Labor,0.46711916,0.48639214,0.04648871,0.48639214,0.04648871,abuse_indicators; denial_basic_needs,False,,
181,CTDC-SYN-0139,Multidisciplinary review,21.35,Labor,0.46711916,0.48639214,0.04648871,0.48639214,0.04648871,abuse_indicators; denial_basic_needs,False,,
182,CTDC-SYN-0129,Multidisciplinary review,20.87,Sex,0.78101665,0.2117202,0.0072631007,0.78101665,0.0072631007,threats,False,,
183,CTDC-SYN-0082,Multidisciplinary review,20.87,Sex,0.78101665,0.2117202,0.0072631007,0.78101665,0.0072631007,threats,False,,
184,CTDC-SYN-0174,Multidisciplinary review,20.79,Labor,0.4668016,0.52481616,0.00838224,0.52481616,0.00838224,drugs_alcohol_control,False,,
185,CTDC-SYN-0228,Multidisciplinary review,20.55,Labor,0.27505243,0.65464336,0.07030423,0.65464336,0.07030423,denial_basic_needs; false_promises,False,,
186,CTDC-SYN-0118,Multidisciplinary review,20.07,Labor,0.27131227,0.6954355,0.03325222,0.6954355,0.03325222,no configured indicator above threshold,False,,
187,CTDC-SYN-0217,Multidisciplinary review,20.07,Labor,0.27131227,0.6954355,0.03325222,0.6954355,0.03325222,no configured indicator above threshold,False,,
188,CTDC-SYN-0247,Multidisciplinary review,19.82,Labor,0.28933445,0.6702302,0.04043533,0.6702302,0.04043533,denial_basic_needs,False,,
189,CTDC-SYN-0090,Multidisciplinary review,19.34,Labor,0.31765658,0.6358412,0.04650219,0.6358412,0.04650219,no configured indicator above threshold,False,,
190,CTDC-SYN-0083,Multidisciplinary review,19.34,Labor,0.31765658,0.6358412,0.04650219,0.6358412,0.04650219,no configured indicator above threshold,False,,
191,CTDC-SYN-0380,Multidisciplinary review,16.21,Labor,0.21156308,0.75908524,0.029351655,0.75908524,0.029351655,no configured indicator above threshold,False,,
192,CTDC-SYN-0263,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
193,CTDC-SYN-0076,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
194,CTDC-SYN-0114,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
195,CTDC-SYN-0313,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
196,CTDC-SYN-0065,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
197,CTDC-SYN-0330,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
198,CTDC-SYN-0070,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
199,CTDC-SYN-0276,Multidisciplinary review,15.0,Sex,0.72113156,0.2622691,0.016599383,0.72113156,0.016599383,no configured indicator above threshold,False,,
200,CTDC-SYN-0350,Multidisciplinary review,12.58,Sex,0.53266346,0.4123769,0.054959625,0.53266346,0.054959625,false_promises,False,,
